Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Coffin Board Bag - Kids Red,coffin-board-bag-kids-red,Multi-board travel bag fits up to 4 boards. Wheeled for easy airport transport.,TravelWave,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Board Bags,"board-bags,surfing,ocean,all-levels,unisex,red,kids",TRUE,Active,product_4,,Color,Red,,,,,,,,256.15,,,TRUE,,shopify,5,DENY,3500,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/board-bag.png,1,Coffin Board Bag - Kids Red,,FALSE,Coffin Board Bag - Kids Red,Multi-board travel bag fits up to 4 boards. Wheeled for easy airport transport.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Kids,,,,new,FALSE,,,,,
Shortboard Day Bag Green,shortboard-day-bag-green,Compact padded bag for shortboards with wax pocket and shoulder strap.,SurfSafe,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Board Bags,"board-bags,surfing,ocean,all-levels,unisex,green,adult",TRUE,Active,product_5,,Color,Green,,,,,,,,42.33,50.80,,TRUE,,shopify,12,DENY,600,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/board-bag.png,1,Shortboard Day Bag Green,,FALSE,Shortboard Day Bag Green,Compact padded bag for shortboards with wax pocket and shoulder strap.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Day Use Board Bag Yellow,day-use-board-bag-yellow,Lightweight padded bag for daily transport. Protects against UV and minor impacts.,CoastalGear,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Board Bags,"board-bags,surfing,ocean,all-levels,unisex,yellow,adult",TRUE,Active,product_6,,Color,Yellow,,,,,,,,39.83,,,TRUE,,shopify,8,DENY,800,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/board-bag.png,1,Day Use Board Bag Yellow,,FALSE,Day Use Board Bag Yellow,Lightweight padded bag for daily transport. Protects against UV and minor impacts.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Travel Board Bag Orange,travel-board-bag-orange,Heavy-duty padded bag for air travel. Fits 2-3 boards with internal dividers.,BoardShield,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Board Bags,"board-bags,surfing,ocean,all-levels,unisex,orange,adult",TRUE,Active,product_7,,Color,Orange,,,,,,,,178.76,,,TRUE,,shopify,8,DENY,2500,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/board-bag.png,1,Travel Board Bag Orange,,FALSE,Travel Board Bag Orange,Heavy-duty padded bag for air travel. Fits 2-3 boards with internal dividers.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Longboard Sock - Kids Teal,longboard-sock-kids-teal,Stretchy knit cover for longboards. Basic protection against scratches and dust.,TravelWave,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Board Bags,"board-bags,surfing,ocean,all-levels,unisex,teal,kids",TRUE,Active,product_8,,Color,Teal,,,,,,,,31.75,,,TRUE,,shopify,15,DENY,400,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/board-bag.png,1,Longboard Sock - Kids Teal,,FALSE,Longboard Sock - Kids Teal,Stretchy knit cover for longboards. Basic protection against scratches and dust.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Kids,,,,new,FALSE,,,,,
Coffin Board Bag Navy,coffin-board-bag-navy,Multi-board travel bag fits up to 4 boards. Wheeled for easy airport transport.,SurfSafe,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Board Bags,"board-bags,surfing,ocean,all-levels,unisex,navy,adult",TRUE,Active,product_9,,Color,Navy,,,,,,,,257.28,,,TRUE,,shopify,14,DENY,3500,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/board-bag.png,1,Coffin Board Bag Navy,,FALSE,Coffin Board Bag Navy,Multi-board travel bag fits up to 4 boards. Wheeled for easy airport transport.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Shortboard Day Bag Charcoal,shortboard-day-bag-charcoal,Compact padded bag for shortboards with wax pocket and shoulder strap.,CoastalGear,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Board Bags,"board-bags,surfing,ocean,all-levels,unisex,charcoal,adult",TRUE,Active,product_10,,Color,Charcoal,,,,,,,,50.71,60.85,,TRUE,,shopify,20,DENY,600,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/board-bag.png,1,Shortboard Day Bag Charcoal,,FALSE,Shortboard Day Bag Charcoal,Compact padded bag for shortboards with wax pocket and shoulder strap.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Day Use Board Bag Coral,day-use-board-bag-coral,Lightweight padded bag for daily transport. Protects against UV and minor impacts.,BoardShield,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Board Bags,"board-bags,surfing,ocean,all-levels,unisex,coral,adult",TRUE,Active,product_11,,Color,Coral,,,,,,,,48.33,,,TRUE,,shopify,24,DENY,800,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/board-bag.png,1,Day Use Board Bag Coral,,FALSE,Day Use Board Bag Coral,Lightweight padded bag for daily transport. Protects against UV and minor impacts.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Travel Board Bag - Kids Sunset,travel-board-bag-kids-sunset,Heavy-duty padded bag for air travel. Fits 2-3 boards with internal dividers.,TravelWave,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Board Bags,"board-bags,surfing,ocean,all-levels,unisex,sunset,kids",TRUE,Active,product_12,,Color,Sunset,,,,,,,,176.31,,,TRUE,,shopify,19,DENY,2500,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/board-bag.png,1,Travel Board Bag - Kids Sunset,,FALSE,Travel Board Bag - Kids Sunset,Heavy-duty padded bag for air travel. Fits 2-3 boards with internal dividers.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Kids,,,,new,FALSE,,,,,
Longboard Sock Ice Blue,longboard-sock-ice-blue,Stretchy knit cover for longboards. Basic protection against scratches and dust.,SurfSafe,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Board Bags,"board-bags,surfing,ocean,all-levels,unisex,ice blue,adult",TRUE,Active,product_13,,Color,Ice Blue,,,,,,,,30.18,36.22,,TRUE,,shopify,21,DENY,400,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/board-bag.png,1,Longboard Sock Ice Blue,,FALSE,Longboard Sock Ice Blue,Stretchy knit cover for longboards. Basic protection against scratches and dust.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Coffin Board Bag Slate,coffin-board-bag-slate,Multi-board travel bag fits up to 4 boards. Wheeled for easy airport transport.,CoastalGear,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Board Bags,"board-bags,surfing,ocean,all-levels,unisex,slate,adult",TRUE,Active,product_14,,Color,Slate,,,,,,,,236.83,,,TRUE,,shopify,24,DENY,3500,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/board-bag.png,1,Coffin Board Bag Slate,,FALSE,Coffin Board Bag Slate,Multi-board travel bag fits up to 4 boards. Wheeled for easy airport transport.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Shortboard Day Bag Forest Green,shortboard-day-bag-forest-green,Compact padded bag for shortboards with wax pocket and shoulder strap.,BoardShield,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Board Bags,"board-bags,surfing,ocean,all-levels,unisex,forest green,adult",TRUE,Active,product_15,,Color,Forest Green,,,,,,,,63.41,76.09,,TRUE,,shopify,22,DENY,600,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/board-bag.png,1,Shortboard Day Bag Forest Green,,FALSE,Shortboard Day Bag Forest Green,Compact padded bag for shortboards with wax pocket and shoulder strap.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Short Sleeve Rash Guard Black,short-sleeve-rash-guard-black,UPF 50+ sun protection with quick-dry fabric. Flatlock seams prevent chafing.,WaveWear,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,all-levels,unisex,black,adult",TRUE,Active,product_1,,Color,Black,,Gender,Unisex,,,,,35.29,,,TRUE,,shopify,6,DENY,180,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Short Sleeve Rash Guard Black,,FALSE,Short Sleeve Rash Guard Black,UPF 50+ sun protection with quick-dry fabric. Flatlock seams prevent chafing.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Unisex,Adult,,,,new,FALSE,,,,,
Long Sleeve Rash Guard - Men's White,long-sleeve-rash-guard-men-s-white,Full arm coverage with UPF 50+ protection. Ideal for tropical surf and sun exposure.,SunBlock,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,all-levels,male,white,adult",TRUE,Active,product_2,,Color,White,,Gender,Male,,,,,55.68,,,TRUE,,shopify,17,DENY,220,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Long Sleeve Rash Guard - Men's White,,FALSE,Long Sleeve Rash Guard - Men's White,Full arm coverage with UPF 50+ protection. Ideal for tropical surf and sun exposure.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Male,Adult,,,,new,FALSE,,,,,
Kids Rash Guard - Women's Blue,kids-rash-guard-women-s-blue,"Colorful sun protection for young surfers. Stretchy, comfortable fit for all-day wear.",ReefGuard,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,beginner,female,blue,adult",TRUE,Active,product_3,,Color,Blue,,Gender,Female,,,,,33.12,,,TRUE,,shopify,14,DENY,120,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Kids Rash Guard - Women's Blue,,FALSE,Kids Rash Guard - Women's Blue,"Colorful sun protection for young surfers. Stretchy, comfortable fit for all-day wear.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Female,Adult,,,,new,FALSE,,,,,
Hooded Rash Guard - Kids Red,hooded-rash-guard-kids-red,Rash guard with integrated hood for extra sun and wind protection.,CoastalFit,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,all-levels,unisex,red,kids",TRUE,Active,product_4,,Color,Red,,Gender,Unisex,,,,,74.10,,,TRUE,,shopify,14,DENY,250,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Hooded Rash Guard - Kids Red,,FALSE,Hooded Rash Guard - Kids Red,Rash guard with integrated hood for extra sun and wind protection.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Unisex,Kids,,,,new,FALSE,,,,,
Short Sleeve Rash Guard - Men's Green,short-sleeve-rash-guard-men-s-green,UPF 50+ sun protection with quick-dry fabric. Flatlock seams prevent chafing.,WaveWear,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,all-levels,male,green,adult",TRUE,Active,product_5,,Color,Green,,Gender,Male,,,,,47.35,,,TRUE,,shopify,16,DENY,180,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Short Sleeve Rash Guard - Men's Green,,FALSE,Short Sleeve Rash Guard - Men's Green,UPF 50+ sun protection with quick-dry fabric. Flatlock seams prevent chafing.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Male,Adult,,,,new,FALSE,,,,,
Long Sleeve Rash Guard - Women's Yellow,long-sleeve-rash-guard-women-s-yellow,Full arm coverage with UPF 50+ protection. Ideal for tropical surf and sun exposure.,SunBlock,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,all-levels,female,yellow,adult",TRUE,Active,product_6,,Color,Yellow,,Gender,Female,,,,,49.06,,,TRUE,,shopify,24,DENY,220,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Long Sleeve Rash Guard - Women's Yellow,,FALSE,Long Sleeve Rash Guard - Women's Yellow,Full arm coverage with UPF 50+ protection. Ideal for tropical surf and sun exposure.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Female,Adult,,,,new,FALSE,,,,,
Kids Rash Guard Orange,kids-rash-guard-orange,"Colorful sun protection for young surfers. Stretchy, comfortable fit for all-day wear.",ReefGuard,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,beginner,unisex,orange,adult",TRUE,Active,product_7,,Color,Orange,,Gender,Unisex,,,,,24.37,,,TRUE,,shopify,12,DENY,120,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Kids Rash Guard Orange,,FALSE,Kids Rash Guard Orange,"Colorful sun protection for young surfers. Stretchy, comfortable fit for all-day wear.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Unisex,Adult,,,,new,FALSE,,,,,
Hooded Rash Guard - Men's Teal,hooded-rash-guard-men-s-teal,Rash guard with integrated hood for extra sun and wind protection.,CoastalFit,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,all-levels,male,teal,kids",TRUE,Active,product_8,,Color,Teal,,Gender,Male,,,,,69.79,,,TRUE,,shopify,22,DENY,250,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Hooded Rash Guard - Men's Teal,,FALSE,Hooded Rash Guard - Men's Teal,Rash guard with integrated hood for extra sun and wind protection.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Male,Kids,,,,new,FALSE,,,,,
Short Sleeve Rash Guard - Women's Navy,short-sleeve-rash-guard-women-s-navy,UPF 50+ sun protection with quick-dry fabric. Flatlock seams prevent chafing.,WaveWear,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,all-levels,female,navy,adult",TRUE,Active,product_9,,Color,Navy,,Gender,Female,,,,,41.33,,,TRUE,,shopify,22,DENY,180,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Short Sleeve Rash Guard - Women's Navy,,FALSE,Short Sleeve Rash Guard - Women's Navy,UPF 50+ sun protection with quick-dry fabric. Flatlock seams prevent chafing.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Female,Adult,,,,new,FALSE,,,,,
Long Sleeve Rash Guard Charcoal,long-sleeve-rash-guard-charcoal,Full arm coverage with UPF 50+ protection. Ideal for tropical surf and sun exposure.,SunBlock,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,all-levels,unisex,charcoal,adult",TRUE,Active,product_10,,Color,Charcoal,,Gender,Unisex,,,,,67.98,,,TRUE,,shopify,17,DENY,220,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Long Sleeve Rash Guard Charcoal,,FALSE,Long Sleeve Rash Guard Charcoal,Full arm coverage with UPF 50+ protection. Ideal for tropical surf and sun exposure.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Unisex,Adult,,,,new,FALSE,,,,,
Kids Rash Guard - Men's Coral,kids-rash-guard-men-s-coral,"Colorful sun protection for young surfers. Stretchy, comfortable fit for all-day wear.",ReefGuard,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,beginner,male,coral,adult",TRUE,Active,product_11,,Color,Coral,,Gender,Male,,,,,35.48,,,TRUE,,shopify,8,DENY,120,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Kids Rash Guard - Men's Coral,,FALSE,Kids Rash Guard - Men's Coral,"Colorful sun protection for young surfers. Stretchy, comfortable fit for all-day wear.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Male,Adult,,,,new,FALSE,,,,,
Hooded Rash Guard - Women's Sunset,hooded-rash-guard-women-s-sunset,Rash guard with integrated hood for extra sun and wind protection.,CoastalFit,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,all-levels,female,sunset,kids",TRUE,Active,product_12,,Color,Sunset,,Gender,Female,,,,,53.93,,,TRUE,,shopify,6,DENY,250,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Hooded Rash Guard - Women's Sunset,,FALSE,Hooded Rash Guard - Women's Sunset,Rash guard with integrated hood for extra sun and wind protection.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Female,Kids,,,,new,FALSE,,,,,
Short Sleeve Rash Guard Ice Blue,short-sleeve-rash-guard-ice-blue,UPF 50+ sun protection with quick-dry fabric. Flatlock seams prevent chafing.,WaveWear,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,all-levels,unisex,ice blue,adult",TRUE,Active,product_13,,Color,Ice Blue,,Gender,Unisex,,,,,30.76,,,TRUE,,shopify,23,DENY,180,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Short Sleeve Rash Guard Ice Blue,,FALSE,Short Sleeve Rash Guard Ice Blue,UPF 50+ sun protection with quick-dry fabric. Flatlock seams prevent chafing.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Unisex,Adult,,,,new,FALSE,,,,,
Long Sleeve Rash Guard - Men's Slate,long-sleeve-rash-guard-men-s-slate,Full arm coverage with UPF 50+ protection. Ideal for tropical surf and sun exposure.,SunBlock,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,all-levels,male,slate,adult",TRUE,Active,product_14,,Color,Slate,,Gender,Male,,,,,47.30,,,TRUE,,shopify,13,DENY,220,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Long Sleeve Rash Guard - Men's Slate,,FALSE,Long Sleeve Rash Guard - Men's Slate,Full arm coverage with UPF 50+ protection. Ideal for tropical surf and sun exposure.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Male,Adult,,,,new,FALSE,,,,,
Kids Rash Guard - Women's Forest Green,kids-rash-guard-women-s-forest-green,"Colorful sun protection for young surfers. Stretchy, comfortable fit for all-day wear.",ReefGuard,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,beginner,female,forest green,adult",TRUE,Active,product_15,,Color,Forest Green,,Gender,Female,,,,,38.35,,,TRUE,,shopify,15,DENY,120,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Kids Rash Guard - Women's Forest Green,,FALSE,Kids Rash Guard - Women's Forest Green,"Colorful sun protection for young surfers. Stretchy, comfortable fit for all-day wear.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Female,Adult,,,,new,FALSE,,,,,
Hooded Rash Guard - Kids Black,hooded-rash-guard-kids-black,Rash guard with integrated hood for extra sun and wind protection.,CoastalFit,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,all-levels,unisex,black,kids",TRUE,Active,product_16,,Color,Black,,Gender,Unisex,,,,,68.80,,,TRUE,,shopify,23,DENY,250,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Hooded Rash Guard - Kids Black,,FALSE,Hooded Rash Guard - Kids Black,Rash guard with integrated hood for extra sun and wind protection.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Unisex,Kids,,,,new,FALSE,,,,,
Short Sleeve Rash Guard - Men's White,short-sleeve-rash-guard-men-s-white,UPF 50+ sun protection with quick-dry fabric. Flatlock seams prevent chafing.,WaveWear,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,all-levels,male,white,adult",TRUE,Active,product_17,,Color,White,,Gender,Male,,,,,38.58,46.30,,TRUE,,shopify,21,DENY,180,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Short Sleeve Rash Guard - Men's White,,FALSE,Short Sleeve Rash Guard - Men's White,UPF 50+ sun protection with quick-dry fabric. Flatlock seams prevent chafing.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Male,Adult,,,,new,FALSE,,,,,
Long Sleeve Rash Guard - Women's Blue,long-sleeve-rash-guard-women-s-blue,Full arm coverage with UPF 50+ protection. Ideal for tropical surf and sun exposure.,SunBlock,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,all-levels,female,blue,adult",TRUE,Active,product_18,,Color,Blue,,Gender,Female,,,,,39.32,,,TRUE,,shopify,5,DENY,220,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Long Sleeve Rash Guard - Women's Blue,,FALSE,Long Sleeve Rash Guard - Women's Blue,Full arm coverage with UPF 50+ protection. Ideal for tropical surf and sun exposure.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Female,Adult,,,,new,FALSE,,,,,
Kids Rash Guard Red,kids-rash-guard-red,"Colorful sun protection for young surfers. Stretchy, comfortable fit for all-day wear.",ReefGuard,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,beginner,unisex,red,adult",TRUE,Active,product_19,,Color,Red,,Gender,Unisex,,,,,31.23,,,TRUE,,shopify,21,DENY,120,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Kids Rash Guard Red,,FALSE,Kids Rash Guard Red,"Colorful sun protection for young surfers. Stretchy, comfortable fit for all-day wear.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Unisex,Adult,,,,new,FALSE,,,,,
Hooded Rash Guard - Men's Green,hooded-rash-guard-men-s-green,Rash guard with integrated hood for extra sun and wind protection.,CoastalFit,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Rash Guards,"rash-guards,surfing,ocean,all-levels,male,green,kids",TRUE,Active,product_20,,Color,Green,,Gender,Male,,,,,54.68,65.62,,TRUE,,shopify,20,DENY,250,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/rash-guard.png,1,Hooded Rash Guard - Men's Green,,FALSE,Hooded Rash Guard - Men's Green,Rash guard with integrated hood for extra sun and wind protection.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Male,Kids,,,,new,FALSE,,,,,
Surfboard Wax Black,surfboard-wax-black,"Temperature-specific surf wax for optimal grip. Available in tropical, warm, cool, and cold formulas.",GripMaster,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,black,adult",TRUE,Active,product_1,,Color,Black,,,,,,,,7.22,,,TRUE,,shopify,16,DENY,85,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Surfboard Wax Black,,FALSE,Surfboard Wax Black,"Temperature-specific surf wax for optimal grip. Available in tropical, warm, cool, and cold formulas.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Wax Comb White,wax-comb-white,Dual-sided wax comb for texturing and removing old wax. Built-in fin key.,SurfSafe,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,white,adult",TRUE,Active,product_2,,Color,White,,,,,,,,6.92,8.30,,TRUE,,shopify,5,DENY,30,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Wax Comb White,,FALSE,Wax Comb White,Dual-sided wax comb for texturing and removing old wax. Built-in fin key.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Surfboard Repair Kit Blue,surfboard-repair-kit-blue,"Complete ding repair kit with resin, hardener, cloth, and sandpaper. Fixes cracks and holes.",FixIt,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,blue,adult",TRUE,Active,product_3,,Color,Blue,,,,,,,,15.62,,,TRUE,,shopify,13,DENY,350,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Surfboard Repair Kit Blue,,FALSE,Surfboard Repair Kit Blue,"Complete ding repair kit with resin, hardener, cloth, and sandpaper. Fixes cracks and holes.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Roof Rack Pads - Kids Red,roof-rack-pads-kids-red,Soft foam pads for transporting boards on your car roof. Universal fit with tie-down straps.,ReefTech,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,red,kids",TRUE,Active,product_4,,Color,Red,,,,,,,,52.73,,,TRUE,,shopify,5,DENY,600,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Roof Rack Pads - Kids Red,,FALSE,Roof Rack Pads - Kids Red,Soft foam pads for transporting boards on your car roof. Universal fit with tie-down straps.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Kids,,,,new,FALSE,,,,,
Changing Mat Green,changing-mat-green,Waterproof mat for changing at the beach. Doubles as a wetsuit bag to keep your car dry.,WaxMaster,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,green,adult",TRUE,Active,product_5,,Color,Green,,,,,,,,33.14,39.77,,TRUE,,shopify,10,DENY,300,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Changing Mat Green,,FALSE,Changing Mat Green,Waterproof mat for changing at the beach. Doubles as a wetsuit bag to keep your car dry.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Surf Ear Plugs Yellow,surf-ear-plugs-yellow,Medical-grade silicone ear plugs that block water but let sound through. Prevents surfer's ear.,GripMaster,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,yellow,adult",TRUE,Active,product_6,,Color,Yellow,,,,,,,,37.03,,,TRUE,,shopify,5,DENY,15,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Surf Ear Plugs Yellow,,FALSE,Surf Ear Plugs Yellow,Medical-grade silicone ear plugs that block water but let sound through. Prevents surfer's ear.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
